Sample	Frequency	Magnitude	Phase	Marker	Timestamp
30.8000000000002	145.0829	1087.98	0.08949427	 	19:35:1
30.9000000000002	151.9911	1093.993	0.3713937	 	19:35:1
31.0000000000002	159.2283	1144.487	-0.299749	 	19:35:1
31.1000000000002	166.8101	1109.691	-1.991508	 	19:35:1
31.2000000000002	174.7528	1055.687	-3.228009	 	19:35:1
31.3000000000002	183.0738	1070.787	-0.1332472	 	19:35:1
31.4000000000002	191.791	1084.363	0.1664701	 	19:35:1
31.5000000000002	200.9233	1088.62	0.1157432	 	19:35:1
31.6000000000002	210.4904	1108.003	-0.4708462	 	19:35:2
31.7000000000002	220.5131	1086.08	-0.7720212	 	19:35:2
31.8000000000002	231.013	1074.248	-0.08690162	 	19:35:2
31.9000000000002	242.0128	1086.108	0.01198732	 	19:35:2
32.0000000000002	253.5365	1091.958	0.08372061	 	19:35:2
32.1000000000002	265.6088	1089.76	-0.3026744	 	19:35:2
32.2000000000002	278.256	1080.599	-0.1344775	 	19:35:2
32.3000000000002	291.5053	1086.573	0.01679742	 	19:35:2
32.4000000000002	305.3856	1090.499	0.00459461	 	19:35:2
32.5000000000002	319.9267	1086.054	-0.1470066	 	19:35:2
32.6000000000002	335.1603	1085.923	0.04139225	 	19:35:2
32.7000000000002	351.1192	1087.511	0.02079107	 	19:35:2
32.8000000000002	367.838	1085.537	-0.1612365	 	19:35:3
32.9000000000002	385.3528	1086.347	0.02782273	 	19:35:3
33.0000000000002	403.7017	1088.056	0.02349528	 	19:35:3
33.1000000000002	422.9243	1086.186	-0.01436228	 	19:35:3
33.2000000000002	443.0621	1086.998	0.03756416	 	19:35:3
33.3000000000002	464.1589	1087.05	-0.01965466	 	19:35:3
33.4000000000002	486.2602	1086.141	0.007685715	 	19:35:3
33.5000000000002	509.4138	1086.985	-0.01890157	 	19:35:3
33.6000000000002	533.6699	1086.645	0.0097543	 	19:35:3
33.7000000000002	559.081	1086.751	-0.007365469	 	19:35:3
33.8000000000002	585.7021	1086.576	0.01565232	 	19:35:3
33.9000000000002	613.5907	1086.51	0.002653115	 	19:35:3
34.0000000000002	642.8073	1086.612	0.007723875	 	19:35:3
34.1000000000002	673.415	1086.562	0.01064978	 	19:35:4
34.2000000000002	705.4802	1087.008	0.00198144	 	19:35:4
34.3000000000002	739.0722	1086.882	0.01301685	 	19:35:4
34.4000000000002	774.2637	1086.627	0.0108532	 	19:35:4
34.5000000000002	811.1309	1086.779	0.004623816	 	19:35:4
34.6000000000002	849.7534	1086.642	-0.003762671	 	19:35:4
34.7000000000002	890.2151	1086.82	0.008973337	 	19:35:4
34.8000000000002	932.6033	1086.626	0.008172546	 	19:35:4
34.9000000000002	977.0099	1086.698	0.001264822	 	19:35:4
35.0000000000002	1023.531	1086.63	0.004176719	 	19:35:4
35.1000000000002	1072.267	1086.779	0.001496594	 	19:35:4
35.2000000000002	1123.324	1086.686	-0.002550844	 	19:35:5
35.3000000000002	1176.812	1086.803	-0.002427092	 	19:35:5
35.4000000000002	1232.847	1086.601	0.006388441	 	19:35:5
35.5000000000002	1291.55	1086.696	0.0008463247	 	19:35:5
35.6000000000002	1353.048	1086.887	0.002794911	 	19:35:5
35.7000000000002	1417.474	1086.676	0.002101467	 	19:35:5
35.8000000000002	1484.968	1086.723	0.004464362	 	19:35:5
35.9000000000002	1555.676	1086.767	-0.003180592	 	19:35:5
36.0000000000002	1629.751	1086.704	0.004509846	 	19:35:5
36.1000000000002	1707.353	1086.798	-0.005579125	 	19:35:5
36.2000000000002	1788.65	1086.55	-0.002924081	 	19:35:5
36.3000000000002	1873.817	1086.737	-0.007272557	 	19:35:5
36.4000000000002	1963.041	1086.573	-0.002126426	 	19:35:5
36.5000000000002	2056.512	1086.653	-0.004208211	 	19:35:6
36.6000000000003	2154.435	1086.649	-0.005249796	 	19:35:6
36.7000000000003	2257.02	1086.697	-0.01204279	 	19:35:6
36.8000000000003	2364.49	1086.659	-0.00511267	 	19:35:6
36.9000000000003	2477.076	1086.667	-0.01416831	 	19:35:6
37.0000000000003	2595.024	1086.6	-0.01031146	 	19:35:6
37.1000000000003	2718.588	1086.684	-0.01810165	 	19:35:6
37.2000000000003	2848.036	1086.598	-0.01208483	 	19:35:6
37.3000000000003	2983.647	1086.641	-0.01826676	 	19:35:6
37.4000000000003	3125.716	1086.767	-0.02194889	 	19:35:6
37.5000000000003	3274.549	1086.642	-0.02263041	 	19:35:6
37.6000000000003	3430.469	1086.639	-0.02727312	 	19:35:6
37.7000000000003	3593.814	1086.589	-0.02318601	 	19:35:6
37.8000000000003	3764.936	1086.607	-0.02949887	 	19:35:7
37.9000000000003	3944.206	1086.722	-0.02658468	 	19:35:7
38.0000000000003	4132.012	1086.606	-0.03157555	 	19:35:7
38.1000000000003	4328.761	1086.718	-0.04037133	 	19:35:7
38.2000000000003	4534.878	1086.655	-0.03387807	 	19:35:7
38.3000000000003	4750.81	1086.721	-0.04506714	 	19:35:7
38.4000000000003	4977.023	1086.61	-0.04016194	 	19:35:7
38.5000000000003	5214.008	1086.748	-0.04506064	 	19:35:7
38.6000000000003	5462.277	1086.654	-0.04663601	 	19:35:7
38.7000000000003	5722.368	1086.635	-0.05307515	 	19:35:7
38.8000000000003	5994.842	1086.712	-0.05406044	 	19:35:7
38.9000000000003	6280.292	1086.698	-0.05970679	 	19:35:8
39.0000000000003	6579.332	1086.736	-0.06352731	 	19:35:8
39.1000000000003	6892.612	1086.679	-0.0699582	 	19:35:8
39.2000000000003	7220.809	1086.773	-0.07396225	 	19:35:8
39.3000000000003	7564.633	1086.761	-0.07989381	 	19:35:8
39.4000000000003	7924.829	1086.789	-0.07631842	 	19:35:8
39.5000000000003	8302.176	1086.653	-0.08934202	 	19:35:8
39.6000000000003	8697.49	1086.711	-0.09376716	 	19:35:8
39.7000000000003	9111.628	1086.867	-0.1038978	 	19:35:8
39.8000000000003	9545.484	1086.882	-0.1015245	 	19:35:8
39.9000000000003	10000	1086.785	-0.106845	 	19:35:8
40.0000000000003	100	1092.141	0.9857608	 	19:35:8
40.1000000000003	104.7616	1152.86	-357.8108	Peak	19:35:8
40.2000000000003	109.7499	1387.987	-1.907936	Peak	19:35:9
40.3000000000003	114.9757	1240.958	-6.148224	Peak	19:35:9
40.4000000000003	120.4504	1159.245	-17.83484	Peak	19:35:9
40.5000000000003	126.1857	1019.559	-6.901337	 	19:35:9
40.6000000000003	132.1941	949.322	-1.906189	 	19:35:9
40.7000000000003	138.4886	1062.381	0.5973991	 	19:35:9
40.8000000000003	145.0829	1087.98	0.08949427	 	19:35:9
40.9000000000003	151.9911	1093.997	0.3711614	 	19:35:9
41.0000000000003	159.2283	1147.157	-0.4222826	Peak	19:35:9
41.1000000000003	166.8101	1111.566	-1.952727	 	19:35:9
41.2000000000003	174.7528	1054.484	-3.174447	 	19:35:9
41.3000000000003	183.0738	1070.217	-0.1354466	 	19:35:9
41.4000000000003	191.791	1085.364	0.1705956	 	19:35:10
41.5000000000003	200.9233	1089.058	0.173308	 	19:35:10
41.6000000000003	210.4904	1108.003	-0.4708462	 	19:35:10
41.7000000000003	220.5131	1087.079	-0.7923478	 	19:35:10
41.8000000000003	231.013	1074.248	-0.08690162	 	19:35:10
41.9000000000003	242.0128	1086.496	0.03717706	 	19:35:10
42.0000000000003	253.5365	1091.958	0.08372061	 	19:35:10
42.1000000000003	265.6088	1090.157	-0.3003794	 	19:35:10
42.2000000000003	278.256	1080.599	-0.1344775	 	19:35:10
42.3000000000003	291.5053	1086.573	0.01679742	 	19:35:10
42.4000000000003	305.3856	1090.581	-0.0287777	 	19:35:10
42.5000000000003	319.9267	1086.054	-0.1470066	 	19:35:11
42.6000000000003	335.1603	1085.923	0.04139225	 	19:35:11
42.7000000000003	351.1192	1087.511	0.02079107	 	19:35:11
42.8000000000003	367.838	1085.537	-0.1612365	 	19:35:11
42.9000000000003	385.3528	1086.618	0.03017231	 	19:35:11
43.0000000000003	403.7017	1088.056	0.02349528	 	19:35:11
43.1000000000003	422.9243	1086.186	-0.01436228	 	19:35:11
43.2000000000003	443.0621	1087.08	0.01465571	 	19:35:11
43.3000000000003	464.1589	1086.824	-0.02201791	 	19:35:11
43.4000000000003	486.2602	1086.931	0.01640104	 	19:35:11
43.5000000000003	509.4138	1087.19	-0.01653832	 	19:35:11
43.6000000000003	533.6699	1086.645	0.0097543	 	19:35:11
43.7000000000004	559.081	1086.937	-0.005002223	 	19:35:11
43.8000000000004	585.7021	1086.659	-0.001587084	 	19:35:12
43.9000000000004	613.5907	1086.51	0.002653115	 	19:35:12
44.0000000000004	642.8073	1086.612	0.007723875	 	19:35:12
44.1000000000004	673.415	1086.607	0.002521855	 	19:35:12
44.2000000000004	705.4802	1086.738	-0.002362561	 	19:35:12
44.3000000000004	739.0722	1086.602	0.008290357	 	19:35:12
44.4000000000004	774.2637	1086.382	0.006509199	 	19:35:12
44.5000000000004	811.1309	1086.779	0.004623816	 	19:35:12
44.6000000000004	849.7534	1086.642	-0.003762671	 	19:35:12
44.7000000000004	890.2151	1086.66	0.01271628	 	19:35:12
44.8000000000004	932.6033	1086.626	0.008172546	 	19:35:12
